270101	N-	----NSF-	Ἀποκάλυψις	ἀποκάλυψις		a)poka/luyij
272106	P-	--------	ἐκ	ἐκ		e)k
272106	RA	----GSF-	τῆς	ὁ		o(
272106	N-	----GSF-	πηγῆς	πηγή		phgh/
272106	RA	----GSN-	τοῦ	ὁ		o(
272106	N-	----GSN-	ὕδατος	ὕδωρ		u(/dwr
272106	RA	----GSF-	τῆς	ὁ		o(
272106	N-	----GSF-	ζωῆς	ζωή		zwh/
272106	D-	--------	δωρεάν	δωρεάν	.	dwrea/n
272107	RA	----NSM-	ὁ	ὁ		o(
272107	V-	-PAPNSM-	νικῶν	νικάω		nika/w
272107	V-	3FAI-S--	κληρονομήσει	κληρονομέω		klhronome/w
272107	RD	----APN-	ταῦτα	οὗτος	,	ou(=toj
272107	C-	--------	καὶ	καί		kai/
272107	V-	1FMI-S--	ἔσομαι	εἰμί		ei)mi/
272107	RP	----DSM-	αὐτῷ	αὐτός		au)to/j
272107	N-	----NSM-	θεὸς	θεός		qeo/j
272107	C-	--------	καὶ	καί		kai/
272107	RP	----NSM-	αὐτὸς	αὐτός		au)to/j
272107	V-	3FMI-S--	ἔσται	εἰμί		ei)mi/
272107	RP	----DS--	μοι	ἐγώ		e)gw/
272107	N-	----NSM-	υἱός	υἱός	.	ui(o/j
272108	RA	----DPM-	τοῖς	ὁ		o(
272108	C-	--------	δὲ	δέ		de/
272108	A-	----DPM-	δειλοῖς	δειλός		deilo/j
272108	C-	--------	καὶ	καί		kai/
272108	A-	----DPM-	ἀπίστοις	ἄπιστος		a)/pistoj
272108	C-	--------	καὶ	καί		kai/
272108	V-	-XMPDPM-	ἐβδελυγμένοις	βδελύσσομαι		bdelu/ssomai
272108	C-	--------	καὶ	καί		kai/
272108	N-	----DPM-	φονεῦσι	φονεύς		foneu/j
272108	C-	--------	καὶ	καί		kai/
272108	N-	----DPM-	πόρνοις	πόρνος		po/rnoj
272108	C-	--------	καὶ	καί		kai/
272108	N-	----DPM-	φαρμάκοις	φαρμακός		farmako/j
272108	C-	--------	καὶ	καί		kai/
272108	N-	----DPM-	εἰδωλολάτραις	εἰδωλολάτρης		ei)dwlola/trhj
272108	C-	--------	καὶ	καί		kai/
272108	A-	----DPM-	πᾶσι	πᾶς		pa=j
272108	RA	----DPM-	τοῖς	ὁ		o(
272108	A-	----DPM-	ψευδέσιν	ψευδής		yeudh/j
272108	RA	----NSN-	τὸ	ὁ		o(
272108	N-	----NSN-	μέρος	μέρος		me/roj
272108	RP	----GPM-	αὐτῶν	αὐτός		au)to/j
272108	P-	--------	ἐν	ἐν		e)n
272108	RA	----DSF-	τῇ	ὁ		o(
272108	N-	----DSF-	λίμνῃ	λίμνη		li/mnh
272108	RA	----DSF-	τῇ	ὁ		o(
272108	V-	-PPPDSF-	καιομένῃ	καίω		kai/w
272108	N-	----DSN-	πυρὶ	πῦρ		pu=r
272108	C-	--------	καὶ	καί		kai/
272108	N-	----DSN-	θείῳ	θεῖον	,	qei=on
272108	RR	----NSN-	ὅ	ὅς		o(/j
272108	V-	3PAI-S--	ἐστιν	εἰμί		ei)mi/
272108	RA	----NSM-	ὁ	ὁ		o(
272108	N-	----NSM-	θάνατος	θάνατος		qa/natoj
272108	RA	----NSM-	ὁ	ὁ		o(
272108	A-	----NSM-	δεύτερος	δεύτερος	.	deu/teroj
272109	C-	--------	Καὶ	καί		kai/
272109	V-	3AAI-S--	ἦλθεν	ἔρχομαι		e)/rxomai
272109	A-	----NSM-	εἷς	εἷς		ei(=j
272109	P-	--------	ἐκ	ἐκ		e)k
272109	RA	----GPM-	τῶν	ὁ		o(
272109	A-	----GPM-	ἑπτὰ	ἑπτά		e(pta/
272109	N-	----GPM-	ἀγγέλων	ἄγγελος		a)/ggeloj
272109	RA	----GPM-	τῶν	ὁ		o(
272109	V-	-PAPGPM-	ἐχόντων	ἔχω		e)/xw
272109	RA	----APF-	τὰς	ὁ		o(
272109	A-	----APF-	ἑπτὰ	ἑπτά		e(pta/
272109	N-	----APF-	φιάλας	φιάλη	,	fia/lh
272109	RA	----GPN-	τῶν	ὁ		o(
272109	V-	-PAPGPN-	γεμόντων	γέμω		ge/mw
272109	RA	----GPF-	τῶν	ὁ		o(
272109	A-	----GPF-	ἑπτὰ	ἑπτά		e(pta/
272109	N-	----GPF-	πληγῶν	πληγή		plhgh/
272109	RA	----GPF-	τῶν	ὁ		o(
272109	A-	----GPF-	ἐσχάτων	ἔσχατος	,	e)/sxatoj
272109	C-	--------	καὶ	καί		kai/
272109	V-	3AAI-S--	ἐλάλησεν	λαλέω		lale/w
272109	P-	--------	μετ	μετά		meta/
272109	RP	----GS--	ἐμοῦ	ἐγώ		e)gw/
272109	V-	-PAPNSM-	λέγων	λέγω	·	le/gw
272109	D-	--------	Δεῦρο	δεῦρο	,	deu=ro
272109	V-	1FAI-S--	δείξω	δείκνυμι		dei/knumi
272109	RP	----DS--	σοι	σύ		su/
272109	RA	----ASF-	τὴν	ὁ		o(
272109	N-	----ASF-	νύμφην	νύμφη		nu/mfh
272109	RA	----ASF-	τὴν	ὁ		o(
272109	N-	----ASF-	γυναῖκα	γυνή		gunh/
272109	RA	----GSN-	τοῦ	ὁ		o(
272109	N-	----GSN-	ἀρνίου	ἀρνίον	.	a)rni/on
272110	C-	--------	καὶ	καί		kai/
272110	V-	3AAI-S--	ἀπήνεγκέν	ἀποφέρω		a)pofe/rw
272110	RP	----AS--	με	ἐγώ		e)gw/
272110	P-	--------	ἐν	ἐν		e)n
272110	N-	----DSN-	πνεύματι	πνεῦμα		pneu=ma
272110	P-	--------	ἐπὶ	ἐπί		e)pi/
272110	N-	----ASN-	ὄρος	ὄρος		o)/roj
272110	A-	----ASN-	μέγα	μέγας		me/gaj
272110	C-	--------	καὶ	καί		kai/
272110	A-	----ASN-	ὑψηλόν	ὑψηλός	,	u(yhlo/j
272110	C-	--------	καὶ	καί		kai/
272110	V-	3AAI-S--	ἔδειξέν	δείκνυμι		dei/knumi
272110	RP	----DS--	μοι	ἐγώ		e)gw/
272110	RA	----ASF-	τὴν	ὁ		o(
272110	N-	----ASF-	πόλιν	πόλις		po/lij
272110	RA	----ASF-	τὴν	ὁ		o(
272110	A-	----ASF-	ἁγίαν	ἅγιος		a(/gioj
272110	N-	----ASF-	Ἰερουσαλὴμ	Ἰερουσαλήμ		I)erousalh/m
272110	V-	-PAPASF-	καταβαίνουσαν	καταβαίνω		katabai/nw
272110	P-	--------	ἐκ	ἐκ		e)k
272110	RA	----GSM-	τοῦ	ὁ		o(
272110	N-	----GSM-	οὐρανοῦ	οὐρανός		ou)rano/j
272110	P-	--------	ἀπὸ	ἀπό		a)po/
272110	RA	----GSM-	τοῦ	ὁ		o(
272110	N-	----GSM-	θεοῦ	θεός	,	qeo/j
272111	V-	-PAPASF-	ἔχουσαν	ἔχω		e)/xw
272111	RA	----ASF-	τὴν	ὁ		o(
272111	N-	----ASF-	δόξαν	δόξα		do/ca
272111	RA	----GSM-	τοῦ	ὁ		o(
272111	N-	----GSM-	θεοῦ	θεός	·	qeo/j
272111	RA	----NSM-	ὁ	ὁ		o(
272111	N-	----NSM-	φωστὴρ	φωστήρ		fwsth/r
272111	RP	----GSF-	αὐτῆς	αὐτός		au)to/j
272111	A-	----NSM-	ὅμοιος	ὅμοιος		o(/moioj
272111	N-	----DSM-	λίθῳ	λίθος		li/qoj
272111	A-	----DSMS	τιμιωτάτῳ	τίμιος	,	ti/mioj
272111	C-	--------	ὡς	ὡς		w(j
272111	N-	----DSM-	λίθῳ	λίθος		li/qoj
272111	N-	----DSF-	ἰάσπιδι	ἴασπις		i)/aspij
272111	V-	-PAPDSM-	κρυσταλλίζοντι	κρυσταλλίζω	·	krustalli/zw
272112	V-	-PAPNSF-	ἔχουσα	ἔχω		e)/xw
272112	N-	----ASN-	τεῖχος	τεῖχος		tei=xoj
272112	A-	----ASN-	μέγα	μέγας		me/gaj
272112	C-	--------	καὶ	καί		kai/
272112	A-	----ASN-	ὑψηλόν	ὑψηλός	,	u(yhlo/j
272112	V-	-PAPNSF-	ἔχουσα	ἔχω		e)/xw
272112	N-	----APM-	πυλῶνας	πυλών		pulw/n
272112	A-	----APM-	δώδεκα	δώδεκα	,	dw/deka
272112	C-	--------	καὶ	καί		kai/
272112	P-	--------	ἐπὶ	ἐπί		e)pi/
272112	RA	----DPM-	τοῖς	ὁ		o(
272112	N-	----DPM-	πυλῶσιν	πυλών		pulw/n
272112	N-	----APM-	ἀγγέλους	ἄγγελος		a)/ggeloj
272112	A-	----APM-	δώδεκα	δώδεκα	,	dw/deka
272112	C-	--------	καὶ	καί		kai/
272112	N-	----APN-	ὀνόματα	ὄνομα		o)/noma
272112	V-	-XPPAPN-	ἐπιγεγραμμένα	ἐπιγράφω		e)pigra/fw
272112	RR	----NPN-	ἅ	ὅς		o(/j
272112	V-	3PAI-S--	ἐστιν	εἰμί		ei)mi/
272112	RA	----GPF-	τῶν	ὁ		o(
272112	A-	----GPF-	δώδεκα	δώδεκα		dw/deka
272112	N-	----GPF-	φυλῶν	φυλή		fulh/
272112	N-	----GPM-	υἱῶν	υἱός		ui(o/j
272112	N-	----GSM-	Ἰσραήλ	Ἰσραήλ	·	I)srah/l
272113	P-	--------	ἀπὸ	ἀπό		a)po/
272113	N-	----GSF-	ἀνατολῆς	ἀνατολή		a)natolh/
272113	N-	----NPM-	πυλῶνες	πυλών		pulw/n
272113	A-	----NPM-	τρεῖς	τρεῖς	,	trei=j
272113	C-	--------	καὶ	καί		kai/
272113	P-	--------	ἀπὸ	ἀπό		a)po/
272113	N-	----GSM-	βορρᾶ	βορρᾶς		borra=j
272113	N-	----NPM-	πυλῶνες	πυλών		pulw/n
272113	A-	----NPM-	τρεῖς	τρεῖς	,	trei=j
272113	C-	--------	καὶ	καί		kai/
272113	P-	--------	ἀπὸ	ἀπό		a)po/
272113	N-	----GSM-	νότου	νότος		no/toj
272113	N-	----NPM-	πυλῶνες	πυλών		pulw/n
272113	A-	----NPM-	τρεῖς	τρεῖς	,	trei=j
272113	C-	--------	καὶ	καί		kai/
272113	P-	--------	ἀπὸ	ἀπό		a)po/
272113	N-	----GPF-	δυσμῶν	δυσμή		dusmh/
272113	N-	----NPM-	πυλῶνες	πυλών		pulw/n
272113	A-	----NPM-	τρεῖς	τρεῖς	·	trei=j
272114	C-	--------	καὶ	καί		kai/
272114	RA	----NSN-	τὸ	ὁ		o(
272114	N-	----NSN-	τεῖχος	τεῖχος		tei=xoj
272114	RA	----GSF-	τῆς	ὁ		o(
272114	N-	----GSF-	πόλεως	πόλις		po/lij
272114	V-	-PAPNSM-	ἔχων	ἔχω		e)/xw
272114	N-	----APM-	θεμελίους	θεμέλιος		qeme/lioj
272114	A-	----APM-	δώδεκα	δώδεκα	,	dw/deka
272114	C-	--------	καὶ	καί		kai/
272114	P-	--------	ἐπ	ἐπί		e)pi/
272114	RP	----GPM-	αὐτῶν	αὐτός		au)to/j
272114	A-	----APN-	δώδεκα	δώδεκα		dw/deka
272114	N-	----APN-	ὀνόματα	ὄνομα		o)/noma
272114	RA	----GPM-	τῶν	ὁ		o(
272114	A-	----GPM-	δώδεκα	δώδεκα		dw/deka
272114	N-	----GPM-	ἀποστόλων	ἀπόστολος		a)po/stoloj
272114	RA	----GSN-	τοῦ	ὁ		o(
272114	N-	----GSN-	ἀρνίου	ἀρνίον	.	a)rni/on
272115	C-	--------	Καὶ	καί		kai/
272115	RA	----NSM-	ὁ	ὁ		o(
272115	V-	-PAPNSM-	λαλῶν	λαλέω		lale/w
272115	P-	--------	μετ	μετά		meta/
272115	RP	----GS--	ἐμοῦ	ἐγώ		e)gw/
272115	V-	3IAI-S--	εἶχεν	ἔχω		e)/xw
272115	N-	----ASN-	μέτρον	μέτρον		me/tron
272115	N-	----ASM-	κάλαμον	κάλαμος		ka/lamoj
272115	A-	----ASN-	χρυσοῦν	χρυσοῦς	,	xrusou=j
272115	C-	--------	ἵνα	ἵνα		i(/na
272115	V-	3AAS-S--	μετρήσῃ	μετρέω		metre/w
272115	RA	----ASF-	τὴν	ὁ		o(
272115	N-	----ASF-	πόλιν	πόλις		po/lij
272115	C-	--------	καὶ	καί		kai/
272115	RA	----APM-	τοὺς	ὁ		o(
272115	N-	----APM-	πυλῶνας	πυλών		pulw/n
272115	RP	----GSF-	αὐτῆς	αὐτός		au)to/j
272115	C-	--------	καὶ	καί		kai/
272115	RA	----ASN-	τὸ	ὁ		o(
272115	N-	----ASN-	τεῖχος	τεῖχος		tei=xoj
272115	RP	----GSF-	αὐτῆς	αὐτός	.	au)to/j
272116	C-	--------	καὶ	καί		kai/
272116	RA	----NSF-	ἡ	ὁ		o(
272116	N-	----NSF-	πόλις	πόλις		po/lij
272116	A-	----NSF-	τετράγωνος	τετράγωνος		tetra/gwnoj
272116	V-	3PMI-S--	κεῖται	κεῖμαι	,	kei=mai
272116	C-	--------	καὶ	καί		kai/
272116	RA	----NSN-	τὸ	ὁ		o(
272116	N-	----NSN-	μῆκος	μῆκος		mh=koj
272116	RP	----GSF-	αὐτῆς	αὐτός		au)to/j
272116	RR	----NSN-	ὅσον	ὅσος		o(/soj
272116	RA	----NSN-	τὸ	ὁ		o(
272116	N-	----NSN-	πλάτος	πλάτος	.	pla/toj
272116	C-	--------	καὶ	καί		kai/
272116	V-	3AAI-S--	ἐμέτρησεν	μετρέω		metre/w
272116	RA	----ASF-	τὴν	ὁ		o(
272116	N-	----ASF-	πόλιν	πόλις		po/lij
272116	RA	----DSM-	τῷ	ὁ		o(
272116	N-	----DSM-	καλάμῳ	κάλαμος		ka/lamoj
272116	P-	--------	ἐπὶ	ἐπί		e)pi/
272116	N-	----APM-	σταδίους	στάδιος		sta/dioj
272116	A-	----GPN-	δώδεκα	δώδεκα		dw/deka
272116	N-	----GPF-	χιλιάδων	χιλιάς	·	xilia/j
272116	RA	----NSN-	τὸ	ὁ		o(
272116	N-	----NSN-	μῆκος	μῆκος		mh=koj
272116	C-	--------	καὶ	καί		kai/
272116	RA	----NSN-	τὸ	ὁ		o(
272116	N-	----NSN-	πλάτος	πλάτος		pla/toj
272116	C-	--------	καὶ	καί		kai/
272116	RA	----NSN-	τὸ	ὁ		o(
272116	N-	----NSN-	ὕψος	ὕψος		u(/yoj
272116	RP	----GSF-	αὐτῆς	αὐτός		au)to/j
272116	A-	----NPN-	ἴσα	ἴσος		i)/soj
272116	V-	3PAI-S--	ἐστίν	εἰμί	.	ei)mi/
272117	C-	--------	καὶ	καί		kai/
272117	V-	3AAI-S--	ἐμέτρησεν	μετρέω		metre/w
272117	RA	----ASN-	τὸ	ὁ		o(
272117	N-	----ASN-	τεῖχος	τεῖχος		tei=xoj
272117	RP	----GSF-	αὐτῆς	αὐτός		au)to/j
272117	A-	----GPM-	ἑκατὸν	ἑκατόν		e(kato/n
272117	A-	----GPM-	τεσσεράκοντα	τεσσεράκοντα		tessera/konta
272117	A-	----GPM-	τεσσάρων	τέσσαρες		te/ssarej
272117	N-	----GPM-	πηχῶν	πῆχυς	,	ph=xuj
272117	N-	----ASN-	μέτρον	μέτρον		me/tron
272117	N-	----GSM-	ἀνθρώπου	ἄνθρωπος	,	a)/nqrwpoj
272117	RR	----NSN-	ὅ	ὅς		o(/j
272117	V-	3PAI-S--	ἐστιν	εἰμί		ei)mi/
272117	N-	----GSM-	ἀγγέλου	ἄγγελος	.	a)/ggeloj
272118	C-	--------	καὶ	καί		kai/
272118	RA	----NSF-	ἡ	ὁ		o(
272118	N-	----NSF-	ἐνδώμησις	ἐνδώμησις		e)ndw/mhsij
272118	RA	----GSN-	τοῦ	ὁ		o(
272118	N-	----GSN-	τείχους	τεῖχος		tei=xoj
272118	RP	----GSF-	αὐτῆς	αὐτός		au)to/j
272118	N-	----NSF-	ἴασπις	ἴασπις	,	i)/aspij
272118	C-	--------	καὶ	καί		kai/
272118	RA	----NSF-	ἡ	ὁ		o(
272118	N-	----NSF-	πόλις	πόλις		po/lij
272118	N-	----NSN-	χρυσίον	χρυσίον		xrusi/on
272118	A-	----NSN-	καθαρὸν	καθαρός		kaqaro/j
272118	A-	----NSN-	ὅμοιον	ὅμοιος		o(/moioj
272118	N-	----DSM-	ὑάλῳ	ὕαλος		u(/aloj
272118	A-	----DSM-	καθαρῷ	καθαρός	·	kaqaro/j
272119	RA	----NPM-	οἱ	ὁ		o(
272119	N-	----NPM-	θεμέλιοι	θεμέλιος		qeme/lioj
272119	RA	----GSN-	τοῦ	ὁ		o(
272119	N-	----GSN-	τείχους	τεῖχος		tei=xoj
272119	RA	----GSF-	τῆς	ὁ		o(
272119	N-	----GSF-	πόλεως	πόλις		po/lij
272119	A-	----DSM-	παντὶ	πᾶς		pa=j
272119	N-	----DSM-	λίθῳ	λίθος		li/qoj
272119	A-	----DSM-	τιμίῳ	τίμιος		ti/mioj
272119	V-	-XPPNPM-	κεκοσμημένοι	κοσμέω	·	kosme/w
272119	RA	----NSM-	ὁ	ὁ		o(
272119	N-	----NSM-	θεμέλιος	θεμέλιος		qeme/lioj
272119	RA	----NSM-	ὁ	ὁ		o(
272119	A-	----NSM-	πρῶτος	πρῶτος		prw=toj
272119	N-	----NSF-	ἴασπις	ἴασπις	,	i)/aspij
272119	RA	----NSM-	ὁ	ὁ		o(
272119	A-	----NSM-	δεύτερος	δεύτερος		deu/teroj
272119	N-	----NSF-	σάπφιρος	σάπφιρος	,	sa/pfiroj
272119	RA	----NSM-	ὁ	ὁ		o(
272119	A-	----NSM-	τρίτος	τρίτος		tri/toj
272119	N-	----NSM-	χαλκηδών	χαλκηδών	,	xalkhdw/n
272119	RA	----NSM-	ὁ	ὁ		o(
272119	A-	----NSM-	τέταρτος	τέταρτος		te/tartoj
272119	N-	----NSM-	σμάραγδος	σμάραγδος	,	sma/ragdoj
272120	RA	----NSM-	ὁ	ὁ		o(
272120	A-	----NSM-	πέμπτος	πέμπτος		pe/mptoj
272120	N-	----NSM-	σαρδόνυξ	σαρδόνυξ	,	sardo/nuc
272120	RA	----NSM-	ὁ	ὁ		o(
272120	A-	----NSM-	ἕκτος	ἕκτος		e(/ktoj
272120	N-	----NSN-	σάρδιον	σάρδιον	,	sa/rdion
272120	RA	----NSM-	ὁ	ὁ		o(
272120	A-	----NSM-	ἕβδομος	ἕβδομος		e(/bdomoj
272120	N-	----NSM-	χρυσόλιθος	χρυσόλιθος	,	xruso/liqoj
272120	RA	----NSM-	ὁ	ὁ		o(
272120	A-	----NSM-	ὄγδοος	ὄγδοος		o)/gdooj
272120	N-	----NSM-	βήρυλλος	βήρυλλος	,	bh/rulloj
272120	RA	----NSM-	ὁ	ὁ		o(
272120	A-	----NSM-	ἔνατος	ἔνατος		e)/natoj
272120	N-	----NSN-	τοπάζιον	τοπάζιον	,	topa/zion
272120	RA	----NSM-	ὁ	ὁ		o(
272120	A-	----NSM-	δέκατος	δέκατος		de/katoj
272120	N-	----NSM-	χρυσόπρασος	χρυσόπρασος	,	xruso/prasoj
272120	RA	----NSM-	ὁ	ὁ		o(
272120	A-	----NSM-	ἑνδέκατος	ἑνδέκατος		e(nde/katoj
272120	N-	----NSM-	ὑάκινθος	ὑάκινθος	,	u(a/kinqoj
272120	RA	----NSM-	ὁ	ὁ		o(
272120	A-	----NSM-	δωδέκατος	δωδέκατος		dwde/katoj
272120	N-	----NSF-	ἀμέθυστος	ἀμέθυστος	·	a)me/qustoj
272121	C-	--------	καὶ	καί		kai/
272121	RA	----NPM-	οἱ	ὁ		o(
272121	A-	----NPM-	δώδεκα	δώδεκα		dw/deka
272121	N-	----NPM-	πυλῶνες	πυλών		pulw/n
272121	A-	----NPM-	δώδεκα	δώδεκα		dw/deka
272121	N-	----NPM-	μαργαρῖται	μαργαρίτης	,	margari/thj
272121	D-	--------	ἀνὰ	ἀνά		a)na/
272121	A-	----NSM-	εἷς	εἷς		ei(=j
272121	A-	----NSM-	ἕκαστος	ἕκαστος		e(/kastoj
272121	RA	----GPM-	τῶν	ὁ		o(
272121	N-	----GPM-	πυλώνων	πυλών		pulw/n
272121	V-	3IAI-S--	ἦν	εἰμί		ei)mi/
272121	P-	--------	ἐξ	ἐκ		e)k
272121	A-	----GSM-	ἑνὸς	εἷς		ei(=j
272121	N-	----GSM-	μαργαρίτου	μαργαρίτης	·	margari/thj
272121	C-	--------	καὶ	καί		kai/
272121	RA	----NSF-	ἡ	ὁ		o(
272121	A-	----NSF-	πλατεῖα	πλατεῖα		platei=a
272121	RA	----GSF-	τῆς	ὁ		o(
272121	N-	----GSF-	πόλεως	πόλις		po/lij
272121	N-	----NSN-	χρυσίον	χρυσίον		xrusi/on
272121	A-	----NSN-	καθαρὸν	καθαρός		kaqaro/j
272121	C-	--------	ὡς	ὡς		w(j
272121	N-	----NSM-	ὕαλος	ὕαλος		u(/aloj
272121	A-	----NSM-	διαυγής	διαυγής	.	diaugh/j
272122	C-	--------	Καὶ	καί		kai/
272122	N-	----ASM-	ναὸν	ναός		nao/j
272122	D-	--------	οὐκ	οὐ		ou)
272122	V-	1AAI-S--	εἶδον	ὁράω		o(ra/w
272122	P-	--------	ἐν	ἐν		e)n
272122	RP	----DSF-	αὐτῇ	αὐτός	,	au)to/j
272122	RA	----NSM-	ὁ	ὁ		o(
272122	C-	--------	γὰρ	γάρ		ga/r
272122	N-	----NSM-	κύριος	κύριος	,	ku/rioj
272122	RA	----NSM-	ὁ	ὁ		o(
272122	N-	----NSM-	θεός	θεός	,	qeo/j
272122	RA	----NSM-	ὁ	ὁ		o(
272122	N-	----NSM-	παντοκράτωρ	παντοκράτωρ	,	pantokra/twr
272122	N-	----NSM-	ναὸς	ναός		nao/j
272122	RP	----GSF-	αὐτῆς	αὐτός		au)to/j
272122	V-	3PAI-S--	ἐστιν	εἰμί	,	ei)mi/
272122	C-	--------	καὶ	καί		kai/
272122	RA	----NSN-	τὸ	ὁ		o(
272122	N-	----NSN-	ἀρνίον	ἀρνίον	.	a)rni/on
272123	C-	--------	καὶ	καί		kai/
272123	RA	----NSF-	ἡ	ὁ		o(
272123	N-	----NSF-	πόλις	πόλις		po/lij
272123	D-	--------	οὐ	οὐ		ou)
272123	N-	----ASF-	χρείαν	χρεία		xrei/a
272123	V-	3PAI-S--	ἔχει	ἔχω		e)/xw
272123	RA	----GSM-	τοῦ	ὁ		o(
272123	N-	----GSM-	ἡλίου	ἥλιος		h(/lioj
272123	C-	--------	οὐδὲ	οὐδέ		ou)de/
272123	RA	----GSF-	τῆς	ὁ		o(
272123	N-	----GSF-	σελήνης	σελήνη	,	selh/nh
272123	C-	--------	ἵνα	ἵνα		i(/na
272123	V-	3PAS-P--	φαίνωσιν	φαίνω		fai/nw
272123	RP	----DSF-	αὐτῇ	αὐτός	,	au)to/j
272123	RA	----NSF-	ἡ	ὁ		o(
272123	C-	--------	γὰρ	γάρ		ga/r
272123	N-	----NSF-	δόξα	δόξα		do/ca
272123	RA	----GSM-	τοῦ	ὁ		o(
272123	N-	----GSM-	θεοῦ	θεός		qeo/j
272123	V-	3AAI-S--	ἐφώτισεν	φωτίζω		fwti/zw
272123	RP	----ASF-	αὐτήν	ἑαυτοῦ	,	e(autou=
272123	C-	--------	καὶ	καί		kai/
272123	RA	----NSM-	ὁ	ὁ		o(
272123	N-	----NSM-	λύχνος	λύχνος		lu/xnoj
272123	RP	----GSF-	αὐτῆς	αὐτός		au)to/j
272123	RA	----NSN-	τὸ	ὁ		o(
272123	N-	----NSN-	ἀρνίον	ἀρνίον	.	a)rni/on
272124	C-	--------	καὶ	καί		kai/
272124	V-	3FAI-P--	περιπατήσουσιν	περιπατέω		peripate/w
272124	RA	----NPN-	τὰ	ὁ		o(
272124	N-	----NPN-	ἔθνη	ἔθνος		e)/qnoj
272124	P-	--------	διὰ	διά		dia/
272124	RA	----GSN-	τοῦ	ὁ		o(
272124	N-	----GSN-	φωτὸς	φῶς		fw=j
272124	RP	----GSF-	αὐτῆς	αὐτός	·	au)to/j
272124	C-	--------	καὶ	καί		kai/
272124	RA	----NPM-	οἱ	ὁ		o(
272124	N-	----NPM-	βασιλεῖς	βασιλεύς		basileu/j
272124	RA	----GSF-	τῆς	ὁ		o(
272124	N-	----GSF-	γῆς	γῆ		gh=
272124	V-	3PAI-P--	φέρουσιν	φέρω		fe/rw
272124	RA	----ASF-	τὴν	ὁ		o(
272124	N-	----ASF-	δόξαν	δόξα		do/ca
272124	RP	----GPM-	αὐτῶν	αὐτός		au)to/j
272124	P-	--------	εἰς	εἰς		ei)j
272124	RP	----ASF-	αὐτήν	ἑαυτοῦ	·	e(autou=
272125	C-	--------	καὶ	καί		kai/
272125	RA	----NPM-	οἱ	ὁ		o(
272125	N-	----NPM-	πυλῶνες	πυλών		pulw/n
272125	RP	----GSF-	αὐτῆς	αὐτός		au)to/j
272125	D-	--------	οὐ	οὐ		ou)
272125	D-	--------	μὴ	μή		mh/
272125	V-	3APS-P--	κλεισθῶσιν	κλείω		klei/w
272125	N-	----GSF-	ἡμέρας	ἡμέρα	,	h(me/ra
272125	N-	----NSF-	νὺξ	νύξ		nu/c
272125	C-	--------	γὰρ	γάρ		ga/r
272125	D-	--------	οὐκ	οὐ		ou)
272125	V-	3FMI-S--	ἔσται	εἰμί		ei)mi/
272125	D-	--------	ἐκεῖ	ἐκεῖ	,	e)kei=
272126	C-	--------	καὶ	καί		kai/
272126	V-	3FAI-P--	οἴσουσιν	φέρω		fe/rw
272126	RA	----ASF-	τὴν	ὁ		o(
272126	N-	----ASF-	δόξαν	δόξα		do/ca
272126	C-	--------	καὶ	καί		kai/
272126	RA	----ASF-	τὴν	ὁ		o(
272126	N-	----ASF-	τιμὴν	τιμή		timh/
272126	RA	----GPN-	τῶν	ὁ		o(
272126	N-	----GPN-	ἐθνῶν	ἔθνος		e)/qnoj
272126	P-	--------	εἰς	εἰς		ei)j
272126	RP	----ASF-	αὐτήν	ἑαυτοῦ	.	e(autou=
272127	C-	--------	καὶ	καί		kai/
272127	D-	--------	οὐ	οὐ		ou)
272127	D-	--------	μὴ	μή		mh/
272127	V-	3AAS-S--	εἰσέλθῃ	εἰσέρχομαι		ei)se/rxomai
272127	P-	--------	εἰς	εἰς		ei)j
272127	RP	----ASF-	αὐτὴν	ἑαυτοῦ		e(autou=
272127	A-	----NSN-	πᾶν	πᾶς		pa=j
272127	A-	----NSN-	κοινὸν	κοινός		koino/j
272127	C-	--------	καὶ	καί		kai/
272127	V-	-PAPNSM-	ποιῶν	ποιέω		poie/w
272127	N-	----ASN-	βδέλυγμα	βδέλυγμα		bde/lugma
272127	C-	--------	καὶ	καί		kai/
272127	N-	----ASN-	ψεῦδος	ψεῦδος	,	yeu=doj
272127	C-	--------	εἰ	εἰ		ei)
272127	D-	--------	μὴ	μή		mh/
272127	RA	----NPM-	οἱ	ὁ		o(
272127	V-	-XPPNPM-	γεγραμμένοι	γράφω		gra/fw
272127	P-	--------	ἐν	ἐν		e)n
272127	RA	----DSN-	τῷ	ὁ		o(
272127	N-	----DSN-	βιβλίῳ	βιβλίον		bibli/on
